2017-12-31T21:00:20-05:00,Pineapple Fund Donates $5 Million in Bitcoin as Seed Capital for the Poor,https://news.bitcoin.com/pineapple-fund-donates-5-million-in-bitcoin-as-seed-capital-for-the-poor/
2017-12-31T17:00:22-05:00,"2017: The Year of Altcoins, Forks, and Five Digit Bitcoin Prices",https://news.bitcoin.com/2017-the-year-of-altcoins-forks-and-five-digit-bitcoin-prices/
2017-12-31T12:30:14-05:00,This Week in Bitcoin: The Bitcoin Fork Tsunami Gives Way to a Ripple,https://news.bitcoin.com/this-week-in-bitcoin-the-bitcoin-fork-tsunami-gives-way-to-a-ripple/
2017-12-31T10:52:47-05:00,First Real Bitcoin Lightning Network Payment Completed via Bitrefill,https://news.bitcoin.com/first-real-bitcoin-lightning-network-payment-completed-via-bitrefill/
2017-12-31T05:00:07-05:00,CME Launches Bitcoin Futures Trading Simulator,https://news.bitcoin.com/cme-launches-bitcoin-futures-trading-simulator/
2017-12-30T21:55:39-05:00,Is the Centralized Ripple Database With the Biggest Pre-Mine Really a Bitcoin Competitor?,https://news.bitcoin.com/is-the-centralized-ripple-database-with-the-biggest-pre-mine-really-a-bitcoin-competitor/
2017-12-30T12:00:59-05:00,Trading Tip `The Wall´ – Absurd Profits from Zclassic a.k.a. Bitcoin Private,https://news.bitcoin.com/trading-tip-the-wall-absurd-profits-from-zclassic-a-k-a-bitcoin-private/
2017-12-30T06:00:10-05:00,Australian Freeze: Big Aussie Banks Denying Bitcoiners,https://news.bitcoin.com/australian-freeze-big-aussie-banks-denying-bitcoiners/
2017-12-29T22:05:40-05:00,Thailand's Year of Bitcoin Ends with Central Bank Education Push,https://news.bitcoin.com/thailands-year-of-bitcoin-ends-with-central-bank-education-push/
2017-12-29T20:00:43-05:00,Japan Approves New Bitcoin Exchange as Adoption Grows and Peers Expand Overseas,https://news.bitcoin.com/japan-approves-new-bitcoin-exchange-adoption-grows-peers-expand-overseas/
2017-12-29T17:31:07-05:00,Singapore Judge Dismisses $43M High Profile Bitcoin Case,https://news.bitcoin.com/singapore-judge-dismisses-43m-high-profile-bitcoin-case/
2017-12-29T12:01:37-05:00,Trump's New Tax Bill Means Changes Ahead for U.S. Bitcoiners,https://news.bitcoin.com/trumps-new-tax-bill-means-changes-ahead-for-us-bitcoiners/
2017-12-29T05:30:12-05:00,PR: Propy's New Launch: It Is Now Possible to Buy Properties in the US for Bitcoin,https://news.bitcoin.com/pr-propys-new-launch-it-is-now-possible-to-buy-properties-in-the-us-for-bitcoin/
2017-12-29T04:40:38-05:00,The Greatest Bitcoin Memes of 2017,https://news.bitcoin.com/greatest-bitcoin-memes-2017/
2017-12-29T02:30:55-05:00,While Bitcoin Trades Above $19K In India — Tax Officials Are Snooping for Gains,https://news.bitcoin.com/while-bitcoin-trades-above-19k-in-india-tax-officials-are-snooping-for-gains/
2017-12-28T13:30:18-05:00,"PR: mBit Casino Adds Litecoin, Bitcoin Cash and Dogecoin",https://news.bitcoin.com/pr-mbit-casino-adds-litecoin-bitcoin-cash-and-dogecoin/
2017-12-28T09:30:16-05:00,Crypto-Community Grows Skeptical of Bitcoin Forks,https://news.bitcoin.com/crypto-community-grows-skeptical-of-bitcoin-forks/
2017-12-28T05:00:52-05:00,The North American Bitcoin Conference Returns to Miami Bigger Than Ever,https://news.bitcoin.com/the-north-american-bitcoin-conference-returns-to-miami-bigger-than-ever/
2017-12-27T23:55:04-05:00,"EU Central Banker: ""Stop Calling the Bitcoin a Coin""",https://news.bitcoin.com/eu-central-banker-stop-calling-the-bitcoin-a-coin/
2017-12-27T22:00:30-05:00,"Israeli Regulator Investigating Public ""Bitcoin"" Company for False Claims",https://news.bitcoin.com/israeli-regulator-investigating-public-bitcoin-company-false-claims/
2017-12-27T20:00:03-05:00,How a 2014 Bitcoin Project Will Pay an Alaskan Schoolgirl's College,https://news.bitcoin.com/how-a-2014-bitcoin-project-will-pay-an-alaskan-schoolgirls-college/
2017-12-27T14:00:00-05:00,Bitpay Starts Implementing Bitcoin Payment Protocol Invoices Decreasing Wallet Support,https://news.bitcoin.com/bitpay-starts-implementing-bitcoin-payment-protocol-invoices-decreasing-wallet-support/
2017-12-27T10:54:27-05:00,Indian Entrepreneurs Rush to Launch Crypto Companies Following Bitcoin Boom,https://news.bitcoin.com/indian-entrepreneurs-launch-crypto-companies-bitcoin-boom/
2017-12-27T09:05:46-05:00,"Former FDIC Chair Sheila Bair on Bitcoin: ""Value — Like Beauty — Is in the Eye of Beholder""",https://news.bitcoin.com/former-fdic-chair-sheila-bair-on-bitcoin-value-like-beauty-is-in-the-eye-of-beholder/
2017-12-27T07:55:18-05:00,Several Bitcoin Exchanges Are Closing Their Doors to New Traders,https://news.bitcoin.com/bitcoin-exchanges-closing-doors-new-traders/
2017-12-27T03:35:38-05:00,Major Korean Banks Drop Bitcoin Point Swap Services,https://news.bitcoin.com/korean-banks-bitcoin-point-swap-services/
2017-12-26T22:35:49-05:00,"EU Finance Commissioner: ""No Plans to React to Bitcoin""",https://news.bitcoin.com/eu-finance-commissioner-the-political-body-has-no-plans-to-react-to-bitcoin/
2017-12-26T21:05:40-05:00,"Twenty Years Ago, Two Men Predicted Bitcoin",https://news.bitcoin.com/twenty-years-ago-two-men-predicted-bitcoin/
